months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,auto_make,auto_model,auto_year,total_claim_amount
9,30,258265,IL,1000,1073.83,FEMALE,High School,machine-op-inspct,dancing,not-in-family,02/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,BMW,3 Series,2011,85690
115,31,569714,OH,1000,1051.67,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,01/03/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,Audi,A5,2005,34160
280,48,180008,IL,1000,1387.35,MALE,JD,transport-moving,paintball,not-in-family,04/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,BMW,M5,1998,61320
254,45,633375,IL,500,1083.64,MALE,JD,other-service,paintball,husband,27/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,3,BMW,3 Series,2004,79680
141,30,556538,IL,1000,1851.78,FEMALE,High School,craft-repair,exercise,other-relative,09/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,13,1,Audi,A3,2002,61740
441,55,669501,IN,500,1270.29,MALE,College,armed-forces,exercise,husband,19/02/2015,Parked Car,?,Minor Damage,None,4,1,Honda,Civic,2002,6400
381,55,963761,OH,500,1459.99,FEMALE,MD,other-service,chess,wife,12/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,Accura,TL,2011,60600
191,38,753005,IL,2000,1253.44,FEMALE,Masters,craft-repair,sleeping,not-in-family,07/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,Volkswagen,Jetta,2007,56320
145,34,454758,IN,1000,1142.48,FEMALE,JD,priv-house-serv,sleeping,other-relative,13/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,18,1,Suburu,Legacy,2012,52250
479,60,698589,IL,1000,1188.45,FEMALE,MD,exec-managerial,camping,other-relative,18/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,9,2,Saab,95,2006,53900
215,35,330119,IL,1000,1125.4,MALE,Masters,adm-clerical,yachting,husband,15/01/2015,Vehicle Theft,?,Trivial Damage,None,6,1,Jeep,Wrangler,2001,2640
41,33,164464,OH,500,1294.41,MALE,High School,transport-moving,sleeping,husband,23/02/2015,Vehicle Theft,?,Minor Damage,None,8,1,Dodge,Neon,2011,8970
45,31,927354,IN,500,1459.5,MALE,MD,priv-house-serv,movies,not-in-family,17/02/2015,Parked Car,?,Minor Damage,None,6,1,Suburu,Impreza,2000,6000
156,38,231508,IL,500,1367.99,MALE,High School,armed-forces,board-games,own-child,17/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,Saab,92x,1998,55200
246,45,272910,IN,500,1594.37,MALE,Associate,exec-managerial,board-games,own-child,18/01/2015,Parked Car,?,Trivial Damage,None,13,1,Saab,92x,2008,7260
178,39,305758,IL,500,1035.99,FEMALE,JD,exec-managerial,sleeping,own-child,17/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,Jeep,Wrangler,2010,64680
237,43,950542,OH,500,911.53,FEMALE,PhD,sales,basketball,husband,25/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,Chevrolet,Malibu,1998,59200
127,34,291544,OH,500,1319.97,FEMALE,Associate,craft-repair,paintball,own-child,06/01/2015,Vehicle Theft,?,Minor Damage,None,8,1,Saab,92x,1998,4700
1,33,388616,OH,2000,1391.63,MALE,Associate,sales,video-games,husband,26/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,23,1,Mercedes,C300,2000,69400
5,21,577992,IN,500,915.41,FEMALE,High School,exec-managerial,sleeping,own-child,11/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,Nissan,Pathfinder,1998,40500
64,28,342830,IL,1000,1468.82,MALE,JD,handlers-cleaners,skydiving,other-relative,13/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,9,3,Honda,Accord,1997,60000
142,30,491170,IN,500,1412.76,MALE,PhD,armed-forces,basketball,wife,10/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,Volkswagen,Jetta,1996,67320
97,27,175553,OH,500,1588.26,FEMALE,High School,tech-support,movies,husband,24/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,Saab,95,2014,75690
121,31,439341,IN,1000,1140.91,MALE,Associate,adm-clerical,paintball,other-relative,15/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,15,3,Chevrolet,Silverado,2002,64300
225,43,221186,OH,1000,1517.54,MALE,JD,priv-house-serv,camping,own-child,09/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,BMW,X5,2011,64400
425,53,868031,OH,2000,912.29,FEMALE,High School,priv-house-serv,paintball,husband,31/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,3,Saab,92x,2005,97080
285,44,844117,OH,2000,1144.3,MALE,MD,priv-house-serv,base-jumping,not-in-family,04/02/2015,Vehicle Theft,?,Minor Damage,Police,3,1,Honda,Civic,2010,5500
192,38,744557,IN,1000,1281.43,FEMALE,Masters,transport-moving,skydiving,not-in-family,30/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3,Jeep,Wrangler,2010,30700
285,48,159536,IL,2000,1101.85,FEMALE,College,sales,dancing,wife,27/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,Nissan,Pathfinder,2012,33480
98,26,727109,IN,2000,1082.1,MALE,JD,exec-managerial,kayaking,other-relative,05/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,2,Jeep,Wrangler,2001,65430
175,36,155604,OH,500,1185.44,MALE,Masters,exec-managerial,kayaking,not-in-family,30/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,Accura,RSX,2006,42680
259,45,608443,IL,2000,1175.07,MALE,MD,craft-repair,movies,not-in-family,03/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,Honda,CRV,2011,87780
140,36,117862,OH,2000,979.26,FEMALE,JD,transport-moving,cross-fit,own-child,01/03/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,4,Honda,Accord,1998,72800
231,37,991553,OH,500,920.81,FEMALE,High School,sales,chess,wife,13/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,1,Mercedes,C300,1997,71190
186,38,727443,OH,500,922.85,MALE,High School,adm-clerical,golf,husband,25/02/2015,Vehicle Theft,?,Trivial Damage,None,7,1,Honda,Civic,1999,3600
229,41,378587,OH,2000,1107.59,MALE,PhD,tech-support,chess,not-in-family,23/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,Mercedes,C300,2009,62640
180,36,420948,IL,500,1272.46,MALE,College,prof-specialty,exercise,wife,19/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,Toyota,Corolla,1998,69630
188,33,457188,IL,1000,1340.24,MALE,High School,protective-serv,chess,own-child,08/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,Dodge,RAM,1995,76010
214,40,118236,OH,1000,1648,MALE,JD,transport-moving,base-jumping,not-in-family,04/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,Accura,MDX,2000,44220
178,38,987524,IL,500,1381.14,FEMALE,College,other-service,camping,wife,22/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,BMW,M5,2011,57200
55,35,490596,IL,500,1198.44,MALE,MD,priv-house-serv,polo,wife,14/01/2015,Vehicle Theft,?,Minor Damage,Police,9,1,Nissan,Ultima,1998,3080
90,31,524215,OH,2000,951.27,FEMALE,PhD,other-service,hiking,not-in-family,06/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,2,1,Accura,RSX,2007,75790
135,30,913464,IN,2000,1341.24,FEMALE,MD,farming-fishing,skydiving,wife,19/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,Honda,Accord,2003,32670
277,46,398484,IL,2000,1177.57,FEMALE,Associate,adm-clerical,video-games,husband,24/01/2015,Vehicle Theft,?,Minor Damage,Police,4,1,Jeep,Wrangler,2010,3870
211,38,752504,IN,1000,1055.09,FEMALE,Masters,transport-moving,video-games,own-child,27/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,BMW,X6,2005,91520
156,32,449263,IL,500,1479.48,MALE,Masters,prof-specialty,bungie-jumping,unmarried,13/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,Dodge,RAM,2008,74690
84,30,844007,IN,2000,1827.38,MALE,Associate,priv-house-serv,polo,other-relative,15/01/2015,Vehicle Theft,?,Trivial Damage,Police,9,1,Audi,A5,1998,4620
136,32,686522,IN,500,1169.62,FEMALE,JD,sales,yachting,not-in-family,04/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,6,1,Toyota,Camry,2008,55000
310,48,670142,IN,500,1516.34,FEMALE,JD,adm-clerical,sleeping,unmarried,04/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,4,Saab,93,1996,59400
123,34,607687,OH,2000,1270.21,FEMALE,College,sales,sleeping,husband,14/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,13,3,Nissan,Ultima,2000,55260
243,44,967713,IL,500,809.11,MALE,JD,craft-repair,polo,other-relative,27/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,3,Honda,Civic,1996,51400
36,37,291902,IL,1000,1115.81,FEMALE,Masters,machine-op-inspct,reading,husband,12/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,Dodge,Neon,2008,48780
146,31,149839,OH,1000,1457.65,FEMALE,College,armed-forces,camping,own-child,03/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,Toyota,Highlander,2010,52380
154,34,840225,OH,1000,1041.36,FEMALE,JD,priv-house-serv,cross-fit,husband,26/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,18,4,Toyota,Highlander,2005,74360
204,40,643226,OH,1000,1693.83,MALE,High School,protective-serv,polo,other-relative,09/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,6,1,Honda,CRV,2003,53400
458,59,535879,IN,1000,1685.69,FEMALE,High School,protective-serv,hiking,wife,17/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,Jeep,Grand Cherokee,1995,71800
147,31,746630,IN,500,1054.92,FEMALE,PhD,prof-specialty,exercise,own-child,16/01/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,4,1,Toyota,Corolla,2013,68240
279,45,598308,IN,2000,1333.97,FEMALE,MD,other-service,bungie-jumping,unmarried,12/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,3,Dodge,RAM,2011,61050
308,47,720356,OH,1000,1013.61,FEMALE,Associate,craft-repair,movies,own-child,03/01/2015,Parked Car,?,Minor Damage,None,7,1,Suburu,Impreza,2002,5590
284,48,724752,IL,500,958.3,FEMALE,PhD,machine-op-inspct,exercise,husband,22/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,Volkswagen,Passat,1998,46860
108,31,148498,IN,2000,1112.04,FEMALE,PhD,other-service,base-jumping,own-child,13/01/2015,Parked Car,?,Minor Damage,None,5,1,Volkswagen,Passat,1998,4290
421,57,110122,IN,2000,1206.26,FEMALE,Associate,armed-forces,bungie-jumping,own-child,31/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,Audi,A3,2015,78500
266,42,281388,IL,1000,763.67,MALE,Associate,prof-specialty,movies,own-child,04/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,Jeep,Grand Cherokee,2005,70830
412,56,728600,IL,500,1042.56,MALE,High School,handlers-cleaners,yachting,own-child,20/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,19,3,Suburu,Forrestor,1997,68040
31,32,231548,IL,2000,1263.48,FEMALE,JD,other-service,hiking,wife,07/02/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,Audi,A5,1997,63600
465,63,531160,IL,500,1006.99,FEMALE,Masters,sales,board-games,own-child,05/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,7,1,Suburu,Legacy,2015,43560
126,31,889003,OH,1000,1328.26,MALE,Masters,sales,exercise,not-in-family,02/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,17,1,Suburu,Forrestor,2011,60840
407,55,193213,OH,1000,1250.08,FEMALE,PhD,tech-support,bungie-jumping,wife,08/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,Ford,Escape,2010,68160
101,27,557218,IL,500,982.7,FEMALE,College,transport-moving,video-games,unmarried,13/01/2015,Parked Car,?,Minor Damage,None,9,1,Toyota,Camry,2001,5170
187,37,125591,IN,1000,1412.06,FEMALE,Masters,protective-serv,reading,not-in-family,16/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,1,Nissan,Maxima,2000,57700
252,46,227244,IN,2000,1066.7,FEMALE,JD,handlers-cleaners,sleeping,own-child,30/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,3,Audi,A3,2014,89520
229,43,791425,IN,2000,1585.54,MALE,High School,protective-serv,reading,not-in-family,26/02/2015,Vehicle Theft,?,Minor Damage,None,3,1,Volkswagen,Jetta,2012,4620
246,39,354455,IN,1000,1416.08,FEMALE,JD,craft-repair,yachting,other-relative,27/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,Honda,CRV,2004,45180
190,38,601042,OH,500,1246.03,MALE,JD,craft-repair,movies,unmarried,28/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,14,1,Nissan,Maxima,2013,45100
95,32,433663,IN,2000,1356.64,MALE,Masters,machine-op-inspct,golf,not-in-family,23/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,Toyota,Camry,2003,83160
205,42,471938,IL,2000,1387.7,FEMALE,High School,priv-house-serv,skydiving,other-relative,18/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,Chevrolet,Silverado,1995,86130
41,25,564654,OH,1000,1004.14,MALE,Masters,priv-house-serv,sleeping,wife,15/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,Dodge,RAM,1995,48000
137,35,645723,OH,500,1107.07,FEMALE,High School,protective-serv,movies,husband,04/02/2015,Vehicle Theft,?,Minor Damage,Police,21,1,Saab,92x,2008,3300
194,34,573572,IL,500,1429.96,FEMALE,JD,protective-serv,board-games,husband,12/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,3,Toyota,Camry,2005,57200
128,35,437960,IN,1000,1074.99,FEMALE,Associate,adm-clerical,bungie-jumping,husband,02/01/2015,Vehicle Theft,?,Trivial Damage,Police,16,1,Accura,MDX,2012,7590
150,37,649800,OH,1000,1007,FEMALE,PhD,transport-moving,board-games,unmarried,27/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,Chevrolet,Silverado,2013,80080
104,30,544225,OH,500,1052.85,FEMALE,MD,protective-serv,skydiving,other-relative,09/02/2015,Vehicle Theft,?,Minor Damage,Police,8,1,BMW,3 Series,2006,4800
163,37,390256,IN,1000,1200.33,FEMALE,High School,craft-repair,cross-fit,own-child,06/02/2015,Vehicle Theft,?,Minor Damage,Police,7,1,Volkswagen,Jetta,2008,3900
80,26,488597,IL,1000,1343,MALE,Masters,handlers-cleaners,camping,other-relative,03/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,BMW,3 Series,1995,90400
65,29,133889,OH,2000,1441.6,FEMALE,MD,sales,kayaking,own-child,12/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,21,3,Jeep,Grand Cherokee,1998,62900
179,32,931901,OH,1000,1433.42,FEMALE,Associate,protective-serv,base-jumping,own-child,22/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,Nissan,Ultima,2014,54200
372,50,769475,OH,2000,1368.57,FEMALE,MD,tech-support,paintball,other-relative,03/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,3,Accura,MDX,2003,51800
398,55,844062,OH,500,862.19,MALE,High School,adm-clerical,movies,unmarried,23/02/2015,Vehicle Theft,?,Trivial Damage,Police,7,1,Accura,MDX,2012,6600
213,35,844129,OH,500,871.46,MALE,MD,tech-support,movies,husband,22/01/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,Ford,Escape,2007,74140
79,25,732169,OH,500,1863.04,FEMALE,Associate,priv-house-serv,paintball,not-in-family,13/02/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,Mercedes,C300,1995,67800
232,44,221854,OH,2000,1181.64,MALE,College,other-service,exercise,wife,08/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,Jeep,Grand Cherokee,2002,55400
230,37,776950,IL,1000,1060.74,MALE,PhD,tech-support,reading,own-child,09/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,Suburu,Impreza,1996,49100
234,41,291006,IN,500,951.56,FEMALE,JD,transport-moving,video-games,wife,08/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,Chevrolet,Tahoe,2007,98280
240,40,845751,IN,500,1533.71,FEMALE,JD,protective-serv,polo,own-child,10/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,2,Ford,Escape,2008,66550
143,33,889764,OH,1000,1200.09,FEMALE,Associate,craft-repair,board-games,unmarried,26/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,Accura,RSX,2002,70400
266,42,929306,IN,500,1093.83,MALE,Associate,adm-clerical,board-games,other-relative,21/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,Suburu,Impreza,2015,53280
89,32,515457,IN,1000,988.93,FEMALE,High School,craft-repair,golf,unmarried,23/01/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,11,1,Dodge,Neon,1999,84590
229,37,556270,IN,1000,1331.94,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,05/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,Saab,95,2004,54560
245,40,908935,IL,1000,1361.45,MALE,PhD,handlers-cleaners,camping,unmarried,15/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,Suburu,Forrestor,1999,82170
50,44,525862,OH,2000,1188.51,MALE,College,handlers-cleaners,bungie-jumping,unmarried,08/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,3,Dodge,Neon,2008,61100
230,43,490514,IN,2000,1101.83,MALE,High School,exec-managerial,cross-fit,other-relative,01/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,BMW,M5,2011,51900
17,39,774895,IL,1000,840.95,FEMALE,JD,adm-clerical,hiking,unmarried,26/02/2015,Parked Car,?,Trivial Damage,Police,9,1,Suburu,Legacy,2002,3440
163,36,974522,IN,1000,1503.21,MALE,MD,other-service,cross-fit,husband,28/02/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,Toyota,Corolla,2013,51390
29,32,669809,OH,1000,1722.5,MALE,High School,other-service,base-jumping,wife,13/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,22,1,Jeep,Wrangler,1995,76900
232,42,182953,IN,500,944.03,MALE,College,handlers-cleaners,kayaking,not-in-family,19/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,Toyota,Highlander,2015,77000
235,39,836349,IL,2000,1453.61,MALE,JD,craft-repair,yachting,other-relative,13/01/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,10,1,Chevrolet,Tahoe,2012,60320
295,46,591269,IN,500,1672.88,FEMALE,High School,armed-forces,dancing,wife,17/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,5,1,Honda,Civic,1997,60700
22,21,550127,IN,1000,1248.05,FEMALE,High School,exec-managerial,movies,husband,15/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,3,Chevrolet,Malibu,2015,53280
286,43,663190,IL,500,1564.43,FEMALE,MD,prof-specialty,movies,unmarried,31/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,Jeep,Grand Cherokee,2013,34290
257,44,109392,OH,1000,1280.88,MALE,MD,other-service,basketball,other-relative,06/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,21,1,Accura,TL,2002,46980
94,26,215278,IN,500,722.66,MALE,MD,exec-managerial,camping,husband,23/01/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,3,Nissan,Pathfinder,2010,36700
124,28,674570,OH,1000,1235.14,MALE,MD,exec-managerial,camping,husband,17/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,3,Volkswagen,Passat,2012,60200
141,30,681486,IN,1000,1347.04,MALE,High School,sales,bungie-jumping,own-child,22/01/2015,Parked Car,?,Minor Damage,None,6,1,Honda,Civic,1996,6480
3,38,941851,OH,1000,1310.8,FEMALE,Masters,craft-repair,paintball,unmarried,22/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,20,1,Honda,Accord,2006,87200
285,41,186934,IL,1000,1436.79,FEMALE,PhD,prof-specialty,sleeping,wife,24/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,1,Volkswagen,Passat,2015,108480
130,34,918516,OH,500,1383.49,FEMALE,Masters,armed-forces,bungie-jumping,other-relative,23/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,Suburu,Impreza,1996,67500
458,62,533940,IL,2000,1356.92,MALE,Associate,handlers-cleaners,base-jumping,wife,26/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,Audi,A5,1998,46980
456,60,556080,OH,1000,766.19,FEMALE,Associate,sales,kayaking,husband,26/02/2015,Parked Car,?,Minor Damage,Police,6,1,Mercedes,E400,2007,5060
